SL,sentence,sentiment
975,"চমত্কার চেহারা তোলে ওয়েবসাইট এবং রেটিং এই জায়গায়,কিন্তু বাস্তবতা এটি খুব হতাশাজনক ছিল।",negative
976,"সবকিছু  প্রস্তুত পরিপূর্ণতা, ও অতি তাজা একটি সামান্য সীমিত মেনু থাকা সত্ত্বেও, একটি খাদ্য শিল্পে  কাজ করা হয়",negative
977,"সারা বিশ্বের 6 র্থ এভিনিউতে রাস্তার পাশে বসার বহুদুর, সন্ধ্যায় ঠাণ্ডা  50 ফুট দূরে গিয়ে বিস্ময়কর বায়ুমণ্ডল দেখলাম।",positive
978,"একটি বড় $ 20, এবং toppings প্রায় $ 3 প্রতিটি হয়।",negative
979,"এটি একটি স্থানআমি এই এলাকায় থাকাকালীন আবার বন্ধ করে দেবো,যে কোনও ঘটনার ক্ষেত্রে, ",positive
980,আমাকে অবশ্যই ফিরে যেতে হবে না,negative
981,এটা যে এর মূল্য টাকার জন্য  নয়,negative
982,ইট ওভেন গ্যালারি- আমার কাছে সবচেয়ে ভালো পিজা রেস্টুরেন্ট।,positive
983,"আপনি নিজেই একটি মহান সন্ধ্যার শুরুতেই আছেন,যুক্তিসংগত মূল্যে এ মহান সেবা এবং মহান খাদ্য যোগ করুন।",positive
984,"আপনি নিজেই একটি মহান সন্ধ্যার শুরুতেই আছেন,যুক্তিসংগত মূল্যে এ মহান সেবা এবং মহান খাদ্য যোগ করুন।",positive
985," আপনি নিজেই একটি মহান সন্ধ্যার শুরুতেই আছেন,যুক্তিসংগত মূল্যে এ মহান সেবা এবং মহান খাদ্য যোগ করুন।",positive
986,"অনেক মানুষ জন্য, এটি অস্থায়ী থাই খাদ্যের মত মনে নাও হতে পারে কারণ NYC বেশিরভাগ জায়গা বেশ খাঁটি না হয়।",negative
987,"NY মধ্যে ক্রমবর্ধমান আমি bagels, আমার ভাগ খাওয়া হয়েছে,",negative
988,আমাকে ব্যয়বহুল বিল দিতেও সংকোচ বোধ করতো না,negative
989,একটি হৃদয়গ্রাহী দুই অঙ্গুষ্ঠ আপ!,positive
